Month and Year,Month,Year,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,
Oct-24,October,2024,Male,Number of clients financially assisted with payments for short term/emergency accommodation,56,970,474,6,15,19,9,3,"1,552",
Oct-24,October,2024,Male,Number of nights in short-term/emergency accommodation,"20,824","24,622","63,388","10,313","2,814","5,873","3,033","1,542","132,409",
Oct-24,October,2024,Male,Number of clients accommodated in short-term/emergency accommodation,958,"1,909","2,659",721,172,301,132,117,"6,963",
Oct-24,October,2024,Male,Number of clients who are homeless,"5,234","6,708","5,298","1,497","1,422",645,353,804,"21,906",
Oct-24,October,2024,Male,Number of clients who are at risk of homelessness,"3,808","5,582","2,521","1,058","1,166",421,405,344,"15,282",
Oct-24,October,2024,Total,Number of Indigenous clients,"7,965","4,725","6,809","3,430","1,843",429,354,"3,102","28,607",
Oct-24,October,2024,Total,Number of clients who have experienced family and domestic violence,"8,831","14,234","5,423","3,810","1,646",493,749,"1,386","36,510",
Oct-24,October,2024,Total,Number of clients with a current mental health issue,"8,402","9,376","4,471","2,092","1,920",969,728,335,"28,245",
Oct-24,October,2024,Total,Number of clients with problematic drug or alcohol issues,"1,898","2,329","1,094",885,472,235,198,184,"7,286",
Oct-24,October,2024,Total,Number of clients financially assisted with payments for short term/emergency accommodation,171,"2,044","1,416",69,74,54,26,16,"3,870",
Oct-24,October,2024,Total,Number of nights in short-term/emergency accommodation,"52,625","57,573","153,973","23,141","6,754","11,746","8,513","4,835","319,160",
Oct-24,October,2024,Total,Number of clients accommodated in short-term/emergency accommodation,"2,408","4,065","6,438","1,760",423,596,326,604,"16,610",
Oct-24,October,2024,Total,Number of clients who are homeless,"12,702","14,958","12,089","3,627","3,113","1,408",834,"1,813","50,441",
Oct-24,October,2024,Total,Number of clients who are at risk of homelessness,"10,870","16,533","7,159","4,012","3,326",883,944,"1,494","45,159",
Sep-24,September,2024,Female,Number of Indigenous clients,"4,819","2,904","4,063","2,365","1,130",242,218,"1,970","17,669",
Sep-24,September,2024,Female,Number of clients who have experienced family and domestic violence,"6,589","10,372","3,889","2,972","1,291",378,536,"1,051","27,031",
Sep-24,September,2024,Female,Number of clients with a current mental health issue,"5,397","5,577","2,799","1,443","1,219",572,470,220,"17,675",
Sep-24,September,2024,Female,Number of clients with problematic drug or alcohol issues,893,992,489,494,209,79,108,121,"3,381",
Sep-24,September,2024,Female,Number of clients financially assisted with payments for short term/emergency accommodation,118,"1,025",919,71,61,43,13,15,"2,264",
Sep-24,September,2024,Female,Number of nights in short-term/emergency accommodation,"30,470","31,801","82,346","12,889","4,194","5,913","4,997","3,162","175,772",
Sep-24,September,2024,Female,Number of clients accommodated in short-term/emergency accommodation,"1,416","2,077","3,483","1,135",252,312,193,465,"9,324",
Sep-24,September,2024,Female,Number of clients who are homeless,"7,412","8,026","6,573","2,191","1,773",764,484,949,"28,116",
Sep-24,September,2024,Female,Number of clients who are at risk of homelessness,"6,872","10,789","4,501","2,859","2,111",470,543,"1,077","29,173",
Sep-24,September,2024,Male,Number of Indigenous clients,"2,895","1,692","2,511","1,101",692,179,146,958,"10,160",
Sep-24,September,2024,Male,Number of clients who have experienced family and domestic violence,"2,175","3,538","1,391",791,304,101,203,264,"8,759",
Sep-24,September,2024,Male,Number of clients with a current mental health issue,"2,953","3,491","1,646",576,694,393,262,102,"10,096",
Sep-24,September,2024,Male,Number of clients with problematic drug or alcohol issues,961,"1,254",566,382,254,144,100,66,"3,723",
Sep-24,September,2024,Male,Number of clients financially assisted with payments for short term/emergency accommodation,38,891,460,17,18,17,5,2,"1,446",
Sep-24,September,2024,Male,Number of nights in short-term/emergency accommodation,"19,594","23,970","58,159","9,615","2,736","5,767","2,995","1,574","124,410",
Sep-24,September,2024,Male,Number of clients accommodated in short-term/emergency accommodation,939,"1,848","2,467",694,149,294,136,140,"6,658",
Sep-24,September,2024,Male,Number of clients who are homeless,"5,282","6,532","5,056","1,508","1,400",640,334,752,"21,458",
Sep-24,September,2024,Male,Number of clients who are at risk of homelessness,"3,686","5,409","2,515","1,026","1,127",404,419,316,"14,876",
Sep-24,September,2024,Total,Number of Indigenous clients,"7,714","4,596","6,574","3,466","1,822",421,364,"2,928","27,829",
Sep-24,September,2024,Total,Number of clients who have experienced family and domestic violence,"8,764","13,910","5,280","3,763","1,595",479,739,"1,315","35,790",
Sep-24,September,2024,Total,Number of clients with a current mental health issue,"8,350","9,068","4,445","2,019","1,913",965,732,322,"27,771",
Sep-24,September,2024,Total,Number of clients with problematic drug or alcohol issues,"1,854","2,246","1,055",876,463,223,208,187,"7,104",
Sep-24,September,2024,Total,Number of clients financially assisted with payments for short term/emergency accommodation,156,"1,916","1,379",88,79,60,18,17,"3,710",
Sep-24,September,2024,Total,Number of nights in short-term/emergency accommodation,"50,064","55,771","140,505","22,504","6,930","11,680","7,992","4,736","300,182",
Sep-24,September,2024,Total,Number of clients accommodated in short-term/emergency accommodation,"2,355","3,925","5,950","1,829",401,606,329,605,"15,982",
Sep-24,September,2024,Total,Number of clients who are homeless,"12,694","14,558","11,629","3,699","3,173","1,404",818,"1,701","49,574",
Sep-24,September,2024,Total,Number of clients who are at risk of homelessness,"10,558","16,198","7,016","3,885","3,238",874,962,"1,393","44,049",
Aug-24,August,2024,Female,Number of Indigenous clients,"4,871","2,897","3,946","2,431","1,109",249,217,"1,883","17,566",
Aug-24,August,2024,Female,Number of clients who have experienced family and domestic violence,"6,626","10,407","3,864","3,002","1,235",387,536,986,"26,999",
Aug-24,August,2024,Female,Number of clients with a current mental health issue,"5,393","5,643","2,740","1,497","1,172",581,493,207,"17,700",
Aug-24,August,2024,Female,Number of clients with problematic drug or alcohol issues,884,"1,012",487,514,201,89,106,102,"3,390",
Aug-24,August,2024,Female,Number of clients financially assisted with payments for short term/emergency accommodation,116,"1,020",879,72,49,29,18,35,"2,218",
Aug-24,August,2024,Female,Number of nights in short-term/emergency accommodation,"30,399","33,112","79,204","13,463","5,169","6,120","5,307","3,031","175,805",
Aug-24,August,2024,Female,Number of clients accommodated in short-term/emergency accommodation,"1,380","2,104","3,256","1,122",302,305,196,427,"9,085",
Aug-24,August,2024,Female,Number of clients who are homeless,"7,343","8,084","6,379","2,329","1,813",789,488,967,"28,134",
Aug-24,August,2024,Female,Number of clients who are at risk of homelessness,"7,044","10,835","4,507","2,828","2,082",460,528,"1,033","29,268",
Aug-24,August,2024,Male,Number of Indigenous clients,"2,910","1,713","2,410","1,111",688,180,143,966,"10,112",
Aug-24,August,2024,Male,Number of clients who have experienced family and domestic violence,"2,175","3,485","1,368",786,304,101,199,251,"8,664",
Aug-24,August,2024,Male,Number of clients with a current mental health issue,"2,895","3,401","1,647",613,691,411,257,92,"9,989",
Aug-24,August,2024,Male,Number of clients with problematic drug or alcohol issues,902,"1,224",535,393,245,141,89,67,"3,594",
Aug-24,August,2024,Male,Number of clients financially assisted with payments for short term/emergency accommodation,50,905,450,7,14,19,6,4,"1,455",
Aug-24,August,2024,Male,Number of nights in short-term/emergency accommodation,"19,649","24,566","55,903","10,030","2,873","6,053","3,092","1,897","124,063",
Aug-24,August,2024,Male,Number of clients accommodated in short-term/emergency accommodation,908,"1,808","2,334",689,159,313,127,149,"6,482",
Aug-24,August,2024,Male,Number of clients who are homeless,"5,231","6,579","5,078","1,695","1,428",661,353,820,"21,802",
Aug-24,August,2024,Male,Number of clients who are at risk of homelessness,"3,805","5,349","2,482",992,"1,157",404,381,314,"14,861",
Aug-24,August,2024,Total,Number of Indigenous clients,"7,781","4,610","6,356","3,542","1,797",429,360,"2,849","27,678",
Aug-24,August,2024,Total,Number of clients who have experienced family and domestic violence,"8,801","13,892","5,232","3,788","1,539",488,735,"1,237","35,663",
Aug-24,August,2024,Total,Number of clients with a current mental health issue,"8,288","9,044","4,387","2,110","1,863",992,750,299,"27,689",
Aug-24,August,2024,Total,Number of clients with problematic drug or alcohol issues,"1,786","2,236","1,022",907,446,230,195,169,"6,984",
Aug-24,August,2024,Total,Number of clients financially assisted with payments for short term/emergency accommodation,166,"1,925","1,329",79,63,48,24,39,"3,673",
Aug-24,August,2024,Total,Number of nights in short-term/emergency accommodation,"50,048","57,678","135,107","23,493","8,042","12,173","8,399","4,928","299,868",
Aug-24,August,2024,Total,Number of clients accommodated in short-term/emergency accommodation,"2,288","3,912","5,590","1,811",461,618,323,576,"15,567",
Aug-24,August,2024,Total,Number of clients who are homeless,"12,574","14,663","11,457","4,024","3,241","1,450",841,"1,787","49,936",
Aug-24,August,2024,Total,Number of clients who are at risk of homelessness,"10,849","16,184","6,989","3,820","3,239",864,909,"1,347","44,129",
Jul-24,July,2024,Female,Number of Indigenous clients,"4,945","2,838","3,817","2,260","1,122",264,225,"1,773","17,210",
Jul-24,July,2024,Female,Number of clients who have experienced family and domestic violence,"6,614","10,591","3,733","2,878","1,233",426,531,960,"26,930",
Jul-24,July,2024,Female,Number of clients with a current mental health issue,"5,437","5,713","2,703","1,436","1,158",627,488,208,"17,746",
Jul-24,July,2024,Female,Number of clients with problematic drug or alcohol issues,888,998,492,496,200,90,127,93,"3,380",
Jul-24,July,2024,Female,Number of clients financially assisted with payments for short term/emergency accommodation,132,"1,063",843,67,36,38,12,27,"2,216",
Jul-24,July,2024,Female,Number of nights in short-term/emergency accommodation,"30,393","33,103","76,364","13,521","5,274","6,245","5,493","2,950","173,343",
Jul-24,July,2024,Female,Number of clients accommodated in short-term/emergency accommodation,"1,392","2,201","3,212","1,070",284,309,215,396,"9,074",
Jul-24,July,2024,Female,Number of clients who are homeless,"7,438","8,070","6,254","2,200","1,782",831,523,919,"27,971",
Jul-24,July,2024,Female,Number of clients who are at risk of homelessness,"7,126","11,051","4,413","2,741","2,097",496,512,991,"29,388",
Jul-24,July,2024,Male,Number of Indigenous clients,"3,026","1,705","2,409","1,042",690,180,153,923,"10,117",
Jul-24,July,2024,Male,Number of clients who have experienced family and domestic violence,"2,194","3,595","1,383",726,300,119,216,223,"8,752",
Jul-24,July,2024,Male,Number of clients with a current mental health issue,"3,007","3,488","1,662",611,671,419,274,96,"10,205",
Jul-24,July,2024,Male,Number of clients with problematic drug or alcohol issues,912,"1,277",556,381,240,136,88,72,"3,661",
Jul-24,July,2024,Male,Number of clients financially assisted with payments for short term/emergency accommodation,49,942,400,8,18,17,3,1,"1,438",
Jul-24,July,2024,Male,Number of nights in short-term/emergency accommodation,"19,974","24,936","54,071","10,252","3,086","6,020","3,142","1,818","123,299",
Jul-24,July,2024,Male,Number of clients accommodated in short-term/emergency accommodation,924,"1,908","2,311",679,177,328,131,134,"6,589",
Jul-24,July,2024,Male,Number of clients who are homeless,"5,467","6,602","4,959","1,595","1,363",673,387,771,"21,776",
Jul-24,July,2024,Male,Number of clients who are at risk of homelessness,"3,810","5,516","2,502","1,002","1,181",415,382,332,"15,123",
Jul-24,July,2024,Total,Number of Indigenous clients,"7,971","4,543","6,226","3,302","1,812",444,378,"2,696","27,327",
Jul-24,July,2024,Total,Number of clients who have experienced family and domestic violence,"8,808","14,186","5,116","3,604","1,533",545,747,"1,183","35,682",
Jul-24,July,2024,Total,Number of clients with a current mental health issue,"8,444","9,201","4,365","2,047","1,829","1,046",762,304,"27,951",
Jul-24,July,2024,Total,Number of clients with problematic drug or alcohol issues,"1,800","2,275","1,048",877,440,226,215,165,"7,041",
Jul-24,July,2024,Total,Number of clients financially assisted with payments for short term/emergency accommodation,181,"2,005","1,243",75,54,55,15,28,"3,654",
Jul-24,July,2024,Total,Number of nights in short-term/emergency accommodation,"50,367","58,039","130,435","23,773","8,360","12,265","8,635","4,768","296,642",
Jul-24,July,2024,Total,Number of clients accommodated in short-term/emergency accommodation,"2,316","4,109","5,523","1,749",461,637,346,530,"15,663",
Jul-24,July,2024,Total,Number of clients who are homeless,"12,905","14,672","11,213","3,795","3,145","1,504",910,"1,690","49,747",
Jul-24,July,2024,Total,Number of clients who are at risk of homelessness,"10,936","16,567","6,915","3,743","3,278",911,894,"1,323","44,511",
Jun-24,June,2024,Female,Number of Indigenous clients,"4,834","2,854","3,720","2,209","1,133",250,225,"1,764","16,955",
Jun-24,June,2024,Female,Number of clients who have experienced family and domestic violence,"6,411","10,468","3,565","2,908","1,207",432,519,927,"26,402",
