Month and Year,Month,Year,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
Jun-19,June,2019,Total,Accommodation,Inadequate or inappropriate dwelling conditions,"4,659","8,041","3,550","1,178","1,432",906,402,707,"20,852"
Jun-19,June,2019,Total,Accommodation,Previous accommodation ended,"3,549","4,291","2,044",830,456,827,331,188,"12,505"
Jun-19,June,2019,Total,Financial,Financial,"11,165","15,351","6,533","2,707","1,512","1,314",816,837,"40,191"
Jun-19,June,2019,Total,Financial,Financial difficulties,"8,118","12,236","5,066","2,044",985,957,586,552,"30,513"
Jun-19,June,2019,Total,Financial,Housing affordability stress,"6,498","9,205","4,088","1,499",478,955,506,447,"23,665"
Jun-19,June,2019,Total,Financial,Employment difficulties,"1,355","1,518",563,233,138,82,86,135,"4,110"
Jun-19,June,2019,Total,Financial,Unemployment,"2,687","3,136","1,412",804,478,234,206,202,"9,155"
Jun-19,June,2019,Total,Financial,Problematic gambling,109,55,50,11,21,4,4,6,260
Jun-19,June,2019,Total,Interpersonal,Interpersonal Relationships,"11,112","17,143","5,052","3,577","2,288","1,127",788,"1,242","42,251"
Jun-19,June,2019,Total,Interpersonal,Time out from family/other situation,"2,057","2,159","1,083",747,165,473,200,374,"7,257"
Jun-19,June,2019,Total,Interpersonal,Relationship/family breakdown,"5,831","5,624","2,302","1,498",545,678,565,326,"17,355"
Jun-19,June,2019,Total,Interpersonal,Sexual abuse,394,528,171,195,53,36,41,26,"1,441"
Jun-19,June,2019,Total,Interpersonal,Family and domestic violence,"7,172","13,486","3,163","2,668","1,721",475,481,877,"29,981"
Jun-19,June,2019,Total,Interpersonal,Non-family violence,445,730,181,151,34,111,51,49,"1,752"
Jun-19,June,2019,Total,Health,Health,"5,902","7,377","2,534","1,589","1,481",962,435,422,"20,671"
Jun-19,June,2019,Total,Health,Mental health issues,"4,374","5,461","1,665",949,"1,021",747,330,128,"14,658"
Jun-19,June,2019,Total,Health,Medical issues,"1,804","2,555",976,549,504,364,138,170,"7,053"
Jun-19,June,2019,Total,Health,Problematic drug or substance use,"1,518","1,866",456,485,336,142,106,81,"4,987"
Jun-19,June,2019,Total,Health,Problematic alcohol use,632,617,281,233,147,88,45,152,"2,195"
Jun-19,June,2019,Total,Other,Other,"7,355","8,830","3,940","2,325","1,342","1,076",705,"1,178","26,735"
Jun-19,June,2019,Total,Other,Transition from custodial arrangements,583,"1,173",163,116,170,70,51,72,"2,398"
Jun-19,June,2019,Total,Other,Transition from foster care and child safety residential placements,72,164,58,43,15,12,7,30,401
Jun-19,June,2019,Total,Other,Transition from other care arrangements,237,286,88,76,49,63,30,41,870
Jun-19,June,2019,Total,Other,Discrimination including racial discrimination,179,165,40,32,65,7,10,1,499
Jun-19,June,2019,Total,Other,Itinerant,655,"1,015",351,231,322,210,12,90,"2,885"
Jun-19,June,2019,Total,Other,Unable to return home due to environmental reasons,520,451,192,175,109,53,53,46,"1,599"
Jun-19,June,2019,Total,Other,Disengagement with school or other education and training,700,495,129,96,230,13,19,40,"1,722"
Jun-19,June,2019,Total,Other,Lack of family and/or community support,"4,638","5,229","2,474","1,418",503,805,441,460,"15,957"
Jun-19,June,2019,Total,Other,Other (not elsewhere classified),"1,876","1,988","1,163",608,170,90,179,572,"6,645"
Jun-19,June,2019,Total,Not stated,Not stated,498,176,12,30,0,7,4,165,890
Jun-19,June,2019,Total,Total,Total Clients,"23,361","32,761","12,225","6,510","6,155","2,411","1,564","3,143","87,944"
May-19,May,2019,Female,Accommodation,Accommodation,"7,137","9,424","4,043","1,571","2,543","1,063",590,783,"27,112"
May-19,May,2019,Female,Accommodation,Housing crisis (e.g. eviction),"4,744","6,073","2,559",954,"1,584",674,359,400,"17,331"
May-19,May,2019,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"2,710","4,666","1,915",706,836,530,257,454,"12,065"
May-19,May,2019,Female,Accommodation,Previous accommodation ended,"2,107","2,532","1,095",478,315,469,196,95,"7,281"
May-19,May,2019,Female,Financial,Financial,"6,575","9,536","3,729","1,760",906,764,542,510,"24,298"
May-19,May,2019,Female,Financial,Financial difficulties,"4,811","7,669","2,956","1,351",614,561,403,322,"18,670"
May-19,May,2019,Female,Financial,Housing affordability stress,"3,913","5,880","2,348",970,286,581,340,283,"14,593"
May-19,May,2019,Female,Financial,Employment difficulties,738,798,298,126,57,42,46,51,"2,155"
May-19,May,2019,Female,Financial,Unemployment,"1,370","1,714",705,431,245,107,127,89,"4,787"
May-19,May,2019,Female,Financial,Problematic gambling,28,23,14,2,9,1,3,5,85
May-19,May,2019,Female,Interpersonal,Interpersonal Relationships,"7,728","13,095","3,421","2,674","1,914",753,551,895,"30,968"
May-19,May,2019,Female,Interpersonal,Time out from family/other situation,"1,367","1,396",656,493,133,294,134,186,"4,656"
May-19,May,2019,Female,Interpersonal,Relationship/family breakdown,"3,760","3,757","1,449","1,069",364,439,381,234,"11,444"
May-19,May,2019,Female,Interpersonal,Sexual abuse,331,475,128,185,56,38,33,33,"1,279"
May-19,May,2019,Female,Interpersonal,Family and domestic violence,"5,451","10,963","2,392","2,184","1,526",382,355,719,"23,923"
May-19,May,2019,Female,Interpersonal,Non-family violence,300,495,106,102,32,72,43,51,"1,201"
May-19,May,2019,Female,Health,Health,"3,342","4,173","1,456","1,019",868,537,307,212,"11,897"
May-19,May,2019,Female,Health,Mental health issues,"2,560","3,171",977,649,670,442,244,57,"8,758"
May-19,May,2019,Female,Health,Medical issues,"1,040","1,466",590,301,276,210,96,91,"4,068"
May-19,May,2019,Female,Health,Problematic drug or substance use,719,883,202,288,131,53,66,35,"2,375"
May-19,May,2019,Female,Health,Problematic alcohol use,264,242,135,150,58,24,26,71,970
May-19,May,2019,Female,Other,Other,"4,321","5,087","2,284","1,375",764,622,393,715,"15,548"
May-19,May,2019,Female,Other,Transition from custodial arrangements,232,316,48,37,42,19,16,19,729
May-19,May,2019,Female,Other,Transition from foster care and child safety residential placements,55,119,35,20,13,5,2,24,273
May-19,May,2019,Female,Other,Transition from other care arrangements,132,162,46,34,19,18,6,17,434
May-19,May,2019,Female,Other,Discrimination including racial discrimination,98,92,21,17,30,4,4,2,268
May-19,May,2019,Female,Other,Itinerant,335,460,146,93,170,109,4,39,"1,356"
May-19,May,2019,Female,Other,Unable to return home due to environmental reasons,304,297,126,100,67,29,36,27,986
May-19,May,2019,Female,Other,Disengagement with school or other education and training,401,284,84,49,152,11,14,23,"1,017"
May-19,May,2019,Female,Other,Lack of family and/or community support,"2,882","3,326","1,513",898,330,480,303,298,"10,024"
May-19,May,2019,Female,Other,Other (not elsewhere classified),"1,088","1,196",678,364,117,67,67,362,"3,939"
May-19,May,2019,Female,Not stated,Not stated,189,103,6,14,0,2,0,59,373
May-19,May,2019,Female,Total,Total Clients,"14,119","21,451","7,244","4,347","4,094","1,416",930,"1,993","55,473"
May-19,May,2019,Male,Accommodation,Accommodation,"5,454","7,284","3,474","1,141","1,787",826,418,553,"20,892"
May-19,May,2019,Male,Accommodation,Housing crisis (e.g. eviction),"3,617","4,630","2,113",681,"1,039",484,248,241,"13,040"
May-19,May,2019,Male,Accommodation,Inadequate or inappropriate dwelling conditions,"2,071","3,702","1,709",547,679,446,177,315,"9,633"
May-19,May,2019,Male,Accommodation,Previous accommodation ended,"1,640","1,985","1,012",372,185,366,130,86,"5,770"
May-19,May,2019,Male,Financial,Financial,"4,904","6,504","2,996","1,227",679,599,353,366,"17,597"
May-19,May,2019,Male,Financial,Financial difficulties,"3,475","5,024","2,307",921,409,428,251,236,"13,026"
May-19,May,2019,Male,Financial,Housing affordability stress,"2,698","3,907","1,784",673,190,422,231,210,"10,109"
May-19,May,2019,Male,Financial,Employment difficulties,668,762,338,125,89,41,44,84,"2,151"
May-19,May,2019,Male,Financial,Unemployment,"1,377","1,474",758,450,259,132,96,104,"4,646"
May-19,May,2019,Male,Financial,Problematic gambling,79,42,27,7,11,3,2,1,172
May-19,May,2019,Male,Interpersonal,Interpersonal Relationships,"3,673","4,835","1,765","1,063",599,447,284,356,"13,005"
May-19,May,2019,Male,Interpersonal,Time out from family/other situation,804,855,446,294,63,221,59,103,"2,844"
May-19,May,2019,Male,Interpersonal,Relationship/family breakdown,"2,136","2,155",939,522,231,280,228,126,"6,613"
May-19,May,2019,Male,Interpersonal,Sexual abuse,84,103,35,20,6,6,5,4,263
May-19,May,2019,Male,Interpersonal,Family and domestic violence,"1,928","3,094",869,607,340,107,151,262,"7,352"
May-19,May,2019,Male,Interpersonal,Non-family violence,197,287,74,64,16,50,17,9,714
May-19,May,2019,Male,Health,Health,"2,825","3,519","1,203",707,702,476,172,222,"9,813"
May-19,May,2019,Male,Health,Mental health issues,"1,911","2,426",737,387,434,346,130,77,"6,442"
May-19,May,2019,Male,Health,Medical issues,825,"1,268",472,268,234,177,56,82,"3,379"
May-19,May,2019,Male,Health,Problematic drug or substance use,901,"1,105",270,263,216,101,38,43,"2,936"
May-19,May,2019,Male,Health,Problematic alcohol use,444,410,176,131,104,75,18,88,"1,445"
May-19,May,2019,Male,Other,Other,"3,213","4,190","1,789","1,040",684,529,335,520,"12,285"
May-19,May,2019,Male,Other,Transition from custodial arrangements,411,955,132,80,147,60,23,42,"1,850"
May-19,May,2019,Male,Other,Transition from foster care and child safety residential placements,37,62,25,21,4,8,5,8,170
May-19,May,2019,Male,Other,Transition from other care arrangements,118,143,47,40,36,42,26,23,475
May-19,May,2019,Male,Other,Discrimination including racial discrimination,72,73,17,16,29,1,2,0,210
May-19,May,2019,Male,Other,Itinerant,370,624,189,131,192,116,7,70,"1,695"
May-19,May,2019,Male,Other,Unable to return home due to environmental reasons,207,185,96,74,44,25,18,11,660
May-19,May,2019,Male,Other,Disengagement with school or other education and training,300,207,49,55,94,11,5,12,733
May-19,May,2019,Male,Other,Lack of family and/or community support,"1,853","2,132","1,036",585,214,364,158,190,"6,527"
May-19,May,2019,Male,Other,Other (not elsewhere classified),785,892,528,285,57,48,116,233,"2,944"
May-19,May,2019,Male,Not stated,Not stated,341,64,6,15,0,2,4,62,493
May-19,May,2019,Male,Total,Total Clients,"9,898","12,859","5,436","2,504","2,544","1,113",713,"1,230","36,202"
May-19,May,2019,Total,Accommodation,Accommodation,"12,591","16,708","7,517","2,712","4,330","1,889","1,008","1,336","48,004"
May-19,May,2019,Total,Accommodation,Housing crisis (e.g. eviction),"8,361","10,703","4,672","1,635","2,623","1,158",607,641,"30,371"
May-19,May,2019,Total,Accommodation,Inadequate or inappropriate dwelling conditions,"4,781","8,368","3,624","1,253","1,515",976,434,769,"21,698"
May-19,May,2019,Total,Accommodation,Previous accommodation ended,"3,747","4,517","2,107",850,500,835,326,181,"13,051"
May-19,May,2019,Total,Financial,Financial,"11,479","16,040","6,725","2,987","1,585","1,363",895,876,"41,895"
May-19,May,2019,Total,Financial,Financial difficulties,"8,286","12,693","5,263","2,272","1,023",989,654,558,"31,696"
May-19,May,2019,Total,Financial,Housing affordability stress,"6,611","9,787","4,132","1,643",476,"1,003",571,493,"24,702"
May-19,May,2019,Total,Financial,Employment difficulties,"1,406","1,560",636,251,146,83,90,135,"4,306"
May-19,May,2019,Total,Financial,Unemployment,"2,747","3,188","1,463",881,504,239,223,193,"9,433"
May-19,May,2019,Total,Financial,Problematic gambling,107,65,41,9,20,4,5,6,257
May-19,May,2019,Total,Interpersonal,Interpersonal Relationships,"11,401","17,930","5,186","3,737","2,513","1,200",835,"1,251","43,973"
May-19,May,2019,Total,Interpersonal,Time out from family/other situation,"2,171","2,251","1,102",787,196,515,193,289,"7,500"
May-19,May,2019,Total,Interpersonal,Relationship/family breakdown,"5,896","5,912","2,388","1,591",595,719,609,360,"18,057"
May-19,May,2019,Total,Interpersonal,Sexual abuse,415,578,163,205,62,44,38,37,"1,542"
May-19,May,2019,Total,Interpersonal,Family and domestic violence,"7,379","14,057","3,261","2,791","1,866",489,506,981,"31,275"
May-19,May,2019,Total,Interpersonal,Non-family violence,497,782,180,166,48,122,60,60,"1,915"
May-19,May,2019,Total,Health,Health,"6,167","7,692","2,659","1,726","1,570","1,013",479,434,"21,710"
May-19,May,2019,Total,Health,Mental health issues,"4,471","5,597","1,714","1,036","1,104",788,374,134,"15,200"
May-19,May,2019,Total,Health,Medical issues,"1,865","2,734","1,062",569,510,387,152,173,"7,447"
May-19,May,2019,Total,Health,Problematic drug or substance use,"1,620","1,988",472,551,347,154,104,78,"5,311"
May-19,May,2019,Total,Health,Problematic alcohol use,708,652,311,281,162,99,44,159,"2,415"
May-19,May,2019,Total,Other,Other,"7,534","9,277","4,073","2,415","1,448","1,151",728,"1,235","27,833"
May-19,May,2019,Total,Other,Transition from custodial arrangements,643,"1,271",180,117,189,79,39,61,"2,579"
May-19,May,2019,Total,Other,Transition from foster care and child safety residential placements,92,181,60,41,17,13,7,32,443
May-19,May,2019,Total,Other,Transition from other care arrangements,250,305,93,74,55,60,32,40,909
May-19,May,2019,Total,Other,Discrimination including racial discrimination,170,165,38,33,59,5,6,2,478
May-19,May,2019,Total,Other,Itinerant,705,"1,084",335,224,362,225,11,109,"3,051"
May-19,May,2019,Total,Other,Unable to return home due to environmental reasons,511,482,222,174,111,54,54,38,"1,646"
May-19,May,2019,Total,Other,Disengagement with school or other education and training,701,491,133,104,246,22,19,35,"1,750"
May-19,May,2019,Total,Other,Lack of family and/or community support,"4,735","5,458","2,549","1,483",544,844,461,488,"16,551"
May-19,May,2019,Total,Other,Other (not elsewhere classified),"1,873","2,088","1,206",649,174,115,183,595,"6,883"
May-19,May,2019,Total,Not stated,Not stated,530,167,12,29,0,4,4,121,866
May-19,May,2019,Total,Total,Total Clients,"24,017","34,310","12,680","6,851","6,638","2,529","1,643","3,223","91,675"
Apr-19,April,2019,Female,Accommodation,Accommodation,"7,099","9,047","3,980","1,540","2,424","1,030",577,787,"26,440"
Apr-19,April,2019,Female,Accommodation,Housing crisis (e.g. eviction),"4,719","5,924","2,539",940,"1,498",650,370,359,"16,982"
Apr-19,April,2019,Female,Accommodation,Inadequate or inappropriate dwelling conditions,"2,724","4,419","1,871",698,800,506,242,492,"11,743"
Apr-19,April,2019,Female,Accommodation,Previous accommodation ended,"2,091","2,384","1,042",451,284,454,166,112,"6,982"
Apr-19,April,2019,Female,Financial,Financial,"6,399","8,837","3,654","1,643",870,733,543,535,"23,188"
Apr-19,April,2019,Female,Financial,Financial difficulties,"4,669","7,084","2,896","1,259",582,550,413,335,"17,774"
Apr-19,April,2019,Female,Financial,Housing affordability stress,"3,788","5,404","2,339",878,277,561,360,291,"13,890"
Apr-19,April,2019,Female,Financial,Employment difficulties,641,693,294,133,58,38,46,53,"1,956"
Apr-19,April,2019,Female,Financial,Unemployment,"1,304","1,545",686,399,237,96,116,91,"4,473"
Apr-19,April,2019,Female,Financial,Problematic gambling,32,23,12,3,5,0,2,5,82
Apr-19,April,2019,Female,Interpersonal,Interpersonal Relationships,"7,637","12,538","3,354","2,668","1,842",738,535,923,"30,177"
Apr-19,April,2019,Female,Interpersonal,Time out from family/other situation,"1,402","1,347",625,553,122,276,125,211,"4,658"
Apr-19,April,2019,Female,Interpersonal,Relationship/family breakdown,"3,705","3,549","1,461",985,358,434,367,245,"11,093"
Apr-19,April,2019,Female,Interpersonal,Sexual abuse,303,447,119,180,50,35,28,41,"1,203"
Apr-19,April,2019,Female,Interpersonal,Family and domestic violence,"5,407","10,533","2,370","2,138","1,480",387,350,725,"23,347"
Apr-19,April,2019,Female,Interpersonal,Non-family violence,290,469,114,111,26,56,50,51,"1,167"
Apr-19,April,2019,Female,Health,Health,"3,178","3,875","1,442",965,838,508,304,209,"11,306"
Apr-19,April,2019,Female,Health,Mental health issues,"2,429","2,951",961,572,650,400,242,61,"8,258"
Apr-19,April,2019,Female,Health,Medical issues,955,"1,375",600,285,262,214,90,83,"3,861"
Apr-19,April,2019,Female,Health,Problematic drug or substance use,689,801,216,289,118,54,66,38,"2,270"
Apr-19,April,2019,Female,Health,Problematic alcohol use,259,220,139,145,55,21,24,66,929
Apr-19,April,2019,Female,Other,Other,"4,249","4,822","2,271","1,231",747,576,379,680,"14,943"
Apr-19,April,2019,Female,Other,Transition from custodial arrangements,218,278,48,34,44,19,19,17,677
Apr-19,April,2019,Female,Other,Transition from foster care and child safety residential placements,60,108,44,22,11,5,2,22,274
Apr-19,April,2019,Female,Other,Transition from other care arrangements,120,140,41,35,15,17,7,16,391
Apr-19,April,2019,Female,Other,Discrimination including racial discrimination,100,99,22,18,30,7,4,2,282
Apr-19,April,2019,Female,Other,Itinerant,329,398,145,95,156,85,2,47,"1,257"
Apr-19,April,2019,Female,Other,Unable to return home due to environmental reasons,281,296,123,98,70,26,35,22,951
Apr-19,April,2019,Female,Other,Disengagement with school or other education and training,333,278,78,43,145,13,13,29,931
Apr-19,April,2019,Female,Other,Lack of family and/or community support,"2,830","3,150","1,477",796,339,454,280,288,"9,612"
